,bathrooms,bedrooms,latitude,longitude,price,num_photos,num_features,num_description_words,created_year,created_month,created_day,manager_id
83478,2.0,2,40.7762,-73.9592,8500,7,5,112,2016,4,24,9cee949b9ac057ebe8b66b9e76d16a2c
83479,2.0,3,40.8014,-73.9663,3700,8,9,229,2016,4,21,b8ddc9905d78da6443a00434279640ea
83480,1.0,0,40.8198,-73.9578,1750,8,3,145,2016,4,11,f41dff3ea2432580ae71232637b3e215
83481,2.0,2,40.6947,-73.9377,3300,9,3,67,2016,4,27,776aad8c814ee303ecee9d4120df835b
83482,2.0,3,40.7645,-73.984,5000,8,11,139,2016,4,12,0cff4a2a147d81e51ae8a91289e129f7
83483,1.0,1,40.7252,-73.9576,2050,1,1,73,2016,4,14,d0e3e7eb4d572cb2ba2af2ae3de9c66f
83484,1.0,1,40.675,-73.9551,2075,7,2,49,2016,4,8,e845d8c8aafd8ef2117cf0fa88255641
83485,1.0,1,40.7753,-73.9521,2500,4,0,77,2016,4,27,e6472c7237327dd3903b3d6f6a94515a
83487,1.0,0,40.7708,-73.9576,2250,5,2,45,2016,4,21,a2085a7d09d4e66e856e2bfaaeddf649
83489,1.0,2,40.7804,-73.9522,2800,3,10,135,2016,4,24,106d5613f7374214df94c720b8768657
8349,1.0,1,40.7733,-73.9815,4450,10,12,105,2016,6,26,82c4fff4064b74ef4333a17a20f0d899
83494,1.0,1,40.7516,-73.8237,1650,0,4,1,2016,4,16,62826f3ae01f2ddc93b9cd28c659ab2b
83497,1.0,3,40.6981,-73.9241,2700,8,1,108,2016,4,10,355d7a82f95dca3cbba1a8d16293798e
83499,2.0,3,40.7656,-73.9886,4500,7,13,95,2016,4,27,5642b01c61afd6b54601365aedc96b68
83500,1.0,1,40.8465,-73.9349,1600,5,2,9,2016,4,13,18b801a90df27a4ea2452b1321a541ab
83501,2.0,2,40.7476,-73.9732,5340,10,9,194,2016,4,30,58dc2727cd3c4e966e38d97c25a42837
83503,1.0,1,40.7283,-73.9875,3650,7,1,100,2016,4,21,3bf7bc10ba7d7520f86cbf914d24c323
83509,1.0,1,40.7433,-73.912,1450,8,2,42,2016,4,18,e6472c7237327dd3903b3d6f6a94515a
8351,1.0,1,40.7183,-73.9853,2695,6,8,40,2016,6,23,d4da529f5295859bb5c4ef8abbb0a38f
83511,2.0,2,40.7471,-73.9866,6000,8,11,109,2016,4,20,2ce4ad2a77bc8190427196ea1e8cfe4e
8352,1.0,1,40.7518,-73.9849,2900,8,9,80,2016,6,1,38d72c692c25ba828c02963a9b17fc72
83521,1.0,1,40.7889,-73.9755,3600,4,10,53,2016,4,4,1067e078446a7897d2da493d2f741316
83524,1.0,2,40.7457,-73.9785,2995,5,7,170,2016,4,6,30a7951cfc21240e8c46b2d079d292e5
83527,1.0,0,40.7267,-74.0023,2350,3,7,75,2016,4,19,9f4c66b84752a3b3f3f7dbefdc71486b
83530,1.0,3,40.7425,-73.9789,4795,1,4,149,2016,4,27,58dc2727cd3c4e966e38d97c25a42837
83531,1.0,1,40.7074,-74.0069,3350,9,17,200,2016,4,16,e6472c7237327dd3903b3d6f6a94515a
83532,1.0,1,40.6817,-73.9098,1900,9,0,1,2016,4,12,51d7dffb3ed01bb90b5602e8adefdcce
83537,1.0,3,40.7371,-74.0016,6095,7,0,33,2016,4,18,c71cf1f472cf9b4b4517ea23fb6f2c91
83541,1.0,2,40.7633,-73.9785,4295,2,8,190,2016,4,5,2aef12e4b30eb35153b7654cdeb2f5a5
83542,1.0,1,40.7422,-73.9824,2800,6,5,78,2016,4,22,cb87dadbca78fad02b388dc9e8f25a5b
83543,1.0,1,40.7092,-74.0137,4200,9,13,222,2016,4,14,b8ddc9905d78da6443a00434279640ea
83545,2.0,3,40.7406,-73.98,4600,3,6,35,2016,4,23,64cabab9ffc4add295dbc24020035380
83548,2.0,4,40.845,-73.9401,3600,16,13,98,2016,4,15,a030e0a821db470bcb795764a7857505
83549,1.0,1,40.777,-73.9513,2600,4,4,101,2016,4,24,106d5613f7374214df94c720b8768657
8355,1.0,0,40.7062,-74.0099,2590,7,7,106,2016,6,16,cf15776ffd663a534ebe318d8557dd61
83550,1.0,1,40.7521,-73.9702,2600,5,6,123,2016,4,29,3fc15c3a17757c4cfd76120ad9c86583
83551,1.0,0,40.7441,-73.9999,2075,4,2,98,2016,4,27,2b2b1e787f5b6abcf40ad375bd2ad996
83556,1.0,2,40.7457,-73.9797,5495,4,4,4,2016,4,7,adc78551023267957c70b48c5c52ed75
83563,2.0,3,40.7444,-73.9803,5800,5,14,102,2016,4,4,b2f322e6ea73856e1ee88bf0d08eb54c
83564,1.0,3,40.7436,-73.9727,3665,6,8,114,2016,4,30,78076c3b9ba48d58fa9e415888cbd90d
83569,1.0,1,40.7506,-73.9844,1950,4,1,24,2016,4,2,23fe9db389d31048a104bd4686879a77
83572,1.0,2,40.8006,-73.9517,2350,7,6,92,2016,4,29,3bab35ac5638b81d5e0ccc11d0d1fe85
83576,1.0,1,40.7609,-73.9891,2395,0,2,95,2016,4,21,e6472c7237327dd3903b3d6f6a94515a
83578,1.0,3,40.7191,-74.0109,4500,5,15,135,2016,4,11,d6ca7517247f1327799c0ae1aa84df9d
83580,1.0,0,40.7137,-73.9904,2500,7,4,47,2016,4,9,0626abea05161a6ceab79199e3e0ba86
83581,1.0,0,40.5956,-73.7555,999,3,2,9,2016,4,11,1f744f86c927e6bae893ba6d4041508a
83585,1.0,1,40.7302,-73.9826,2995,7,6,4,2016,4,5,4f9b376a972b863bbfbdcdc8d717fa4e
83588,0.0,3,40.7047,-74.0076,3500,4,9,125,2016,4,3,6f1aeac17da650a577a87ac3a143a5ec
83593,1.0,2,40.7488,-73.977,5500,7,5,122,2016,4,15,16a8f896dd88f1624349f77eeaaf436d
83594,2.0,1,40.7324,-74.0081,8400,8,4,68,2016,4,2,c8e5586edfdb8fd3cdc6f9c3a9bf4678
83595,3.0,2,40.7387,-74.0092,12500,4,2,162,2016,4,6,e6472c7237327dd3903b3d6f6a94515a
83596,1.0,2,40.7152,-73.9903,2650,4,1,37,2016,4,10,b93b333035403fc090fb51372fb082f9
836,1.0,2,40.7653,-73.9879,3000,9,2,75,2016,6,28,f4998a041496eaa54b16339d4b0b3045
83601,1.0,1,40.7533,-73.9666,2000,3,1,68,2016,4,9,699c325b818541f314b691b76f3238d7
83608,1.0,2,40.7265,-73.9877,3200,6,8,102,2016,4,8,cb87dadbca78fad02b388dc9e8f25a5b
83611,1.0,2,40.7694,-73.9261,2725,0,3,1,2016,4,25,d1737922fe92ccb0dc37ba85589e6415
83618,2.0,2,40.7933,-73.9675,3685,5,8,48,2016,4,6,3e1edc05ca35eaecc90766629d22d078
83620,2.0,4,40.753,-73.9695,7600,7,5,155,2016,4,19,1cd3e112da66cae74fd0860500aa2e6c
83625,1.0,3,40.7604,-73.7812,1995,6,3,93,2016,4,12,dcf224ace19a395ea44882d62036c76b
83628,1.0,1,40.7887,-73.9714,3145,5,13,72,2016,4,26,5f60c639225516384a2b6496caa20a2a
83629,1.5,3,40.7804,-73.9513,3895,1,3,93,2016,4,20,78076c3b9ba48d58fa9e415888cbd90d
8363,1.0,3,40.8449,-73.9391,2500,9,14,98,2016,6,12,2a4e0d2668fde3afa267d312b3a2a9d8
83631,2.0,3,40.7548,-73.9944,4800,5,18,97,2016,4,14,e6472c7237327dd3903b3d6f6a94515a
83635,1.0,1,40.707300000000004,-74.0046,3000,6,12,142,2016,4,19,56a47485fe5b97a07c9b4ad82dd324f9
83641,1.0,1,40.7278,-73.9999,2750,5,2,76,2016,4,6,6edb99e28aa3385eea034d0f73b6952a
83642,2.0,3,40.7419,-74.0014,6200,6,2,30,2016,4,30,21167417dbc081140b0deb1951dce434
83643,1.0,1,40.7972,-73.9488,2445,5,5,178,2016,4,14,ab11b23d8745b87ac518bb2143a638b6
83644,2.0,3,40.7328,-73.9904,4700,6,9,102,2016,4,8,cb87dadbca78fad02b388dc9e8f25a5b
83645,1.0,2,40.6945,-73.9389,2000,4,3,165,2016,4,9,b19a5ab04e513d0078644a03a0286eeb
83649,1.0,1,40.7777,-73.9883,3965,8,5,37,2016,4,5,bed9d5b95984a9de7d7711d4080895c5
83653,1.0,2,40.7447,-73.9741,3200,5,3,114,2016,4,20,05e0008676a65315bf229f0e2cb2e27f
83655,1.0,1,40.7037,-73.9894,3490,5,3,9,2016,4,23,324631e1aacaa41bc4475f879756bbb6
83658,2.5,3,40.768,-73.9533,6000,4,14,49,2016,4,12,d2bce61e0e0079ebdc8c281e415e045b
83659,1.0,2,40.7489,-73.9765,3000,4,10,90,2016,4,29,1fb46c4a72bcf764ac35fc23f394760d
8366,1.0,0,40.8118,-73.9387,1750,5,7,124,2016,6,23,7c5e4fc025b70c6540d6b0e06716b9dd
83664,1.0,0,40.813,-73.9386,1675,3,3,57,2016,4,3,8b53ccf4338806ab1be3dd0267711649
83667,2.0,2,40.7548,-73.9944,4800,0,9,1,2016,4,21,62b685cc0d876c3a1a51d63a0d6a8082
83669,1.0,1,40.7416,-73.9216,2050,7,5,98,2016,4,29,a10db4590843d78c784171a107bdacb4
83671,1.0,1,40.6981,-73.9311,2550,2,6,151,2016,4,15,8f8a9805da9eaa5b4c586df69c010199
83674,1.0,2,40.7918,-73.9726,4195,7,5,32,2016,4,15,7bba7f54c0f2e6e590259e8e53d78ca4
83675,1.0,1,40.7742,-73.9556,2000,3,1,79,2016,4,17,e6472c7237327dd3903b3d6f6a94515a
83679,2.0,2,40.7239,-74.0036,14000,5,13,101,2016,4,27,ad3d8ddc52c7e0859b5c6c7f7949c3bd
8368,1.0,1,40.7592,-73.9948,4425,4,0,9,2016,6,27,8fcd6b4e37db4a7d04a68ccbab09d8f0
83680,1.0,1,40.7689,-73.9555,1950,5,2,70,2016,4,29,1d9ab423a5610d3c7396043c83b07ec8
83685,1.0,2,40.7291,-73.9895,3450,5,5,51,2016,4,4,b3409ac3d1f96bfaedcb48c0dd41b64a
83686,1.0,1,40.7777,-73.9532,2150,4,2,70,2016,4,6,fd960446d2a41002d3b36f25740157ca
83688,1.0,2,40.731,-73.9754,4290,13,6,67,2016,4,5,dc1a8b86471fd028498f61346d35f13f
8369,1.0,0,40.6938,-73.9925,3595,29,17,25,2016,6,23,e6472c7237327dd3903b3d6f6a94515a
83690,2.0,2,40.747,-73.984,6918,6,9,340,2016,4,5,cb0ebdfffb3c109c28e7964e81c370ea
83692,1.0,2,40.7479,-73.9739,3000,5,3,103,2016,4,15,30a7951cfc21240e8c46b2d079d292e5
83694,2.0,2,40.7284,-73.9858,3900,12,2,57,2016,4,15,cf0c6e7a360f089951cb0561324bc199
83695,1.0,3,40.8325,-73.9436,2250,0,3,59,2016,4,21,1133f564d46b8a76c96857ad34fb4d16
83696,1.0,0,40.747,-73.9845,1900,3,4,100,2016,4,28,32d5236524615bc2e4f5679ad3eac137
83699,1.0,3,40.7913,-73.9716,3195,5,1,170,2016,4,19,8063dd01666d424edde651c1d24d196f
83700,1.0,0,40.7802,-73.9515,2150,4,4,69,2016,4,12,41735645e0f8f13993c42894023f8e58
83702,1.0,3,40.7978,-73.969,4575,6,2,134,2016,4,13,d4e72926d837c6ca5849c62cead367b4
83704,1.0,1,40.6884,-73.9168,1800,4,1,19,2016,4,22,5ba989232d0489da1b5f2c45f6688adc
83705,1.0,1,40.7301,-73.9927,4150,8,3,4,2016,4,2,2b6d9435a0e6c4019e5ffcb53389c3dd
83708,1.0,2,40.7297,-73.9794,3000,6,4,68,2016,4,2,46c49418a0b7f54cc08f32604ecb0cfa
83712,1.0,2,40.8107,-73.9283,2250,5,6,103,2016,4,13,980d0145474cc93d646f78800ad516b9
83715,1.0,1,40.781,-73.9562,2000,3,1,87,2016,4,17,e6472c7237327dd3903b3d6f6a94515a
83716,1.0,0,40.7645,-73.984,2765,8,11,72,2016,4,19,5ff50549b718f4e0107b28ac62830fcb
83717,1.0,0,40.7568,-73.9982,2290,4,16,135,2016,4,30,e6472c7237327dd3903b3d6f6a94515a
8372,1.0,2,40.7188,-73.987,3700,5,3,56,2016,6,24,4e5304f1a81d01dc91dd05d9209713ac
83720,1.0,1,40.7352,-73.9972,3495,4,5,34,2016,4,21,d4da529f5295859bb5c4ef8abbb0a38f
83721,2.0,3,40.7328,-73.9993,6450,5,3,95,2016,4,7,b8ddc9905d78da6443a00434279640ea
83725,1.0,1,40.7347,-73.9871,4750,6,6,138,2016,4,14,ad3d8ddc52c7e0859b5c6c7f7949c3bd
83727,1.0,1,40.7243,-74.0103,5395,0,6,1,2016,4,7,62b685cc0d876c3a1a51d63a0d6a8082
83731,2.0,2,40.6881,-73.9794,4246,9,9,211,2016,4,3,387d5ab4d392fe8c76b299aed066e1a1
83734,1.0,0,40.7496,-73.8904,1500,3,4,65,2016,4,15,0d2d6a3e2fa1fdcfb73af0d1ccea5f7f
83740,2.0,4,40.7813,-73.9494,5000,7,7,149,2016,4,29,612a00076aefe8c98d1df4835640c74b
83742,1.0,3,40.8015,-73.9668,3890,6,6,70,2016,4,6,30a7951cfc21240e8c46b2d079d292e5
83744,1.0,0,40.7714,-73.9929,3000,7,6,235,2016,4,6,409cdba292e643ce377779f2ce48c0a2
83746,2.0,2,40.7551,-73.9928,4500,6,11,150,2016,4,19,ad3d8ddc52c7e0859b5c6c7f7949c3bd
83747,1.0,1,40.685,-73.9497,1475,5,3,43,2016,4,6,d2fba7f2d191c527957544c4c092c7b8
83748,1.0,0,40.7356,-73.8544,1495,3,0,16,2016,4,29,98e13ad4b495b9613cef886d79a6291f
83749,1.0,2,40.7032,-73.9914,5500,7,13,236,2016,4,14,929baf387cf71d98482a9743ab8a0890
8375,1.0,1,40.6898,-73.9797,2995,15,9,183,2016,6,23,5d50feb81c89a0e4bc3cb04fa88e9964
83752,3.0,4,40.7786,-73.9478,5200,8,7,61,2016,4,15,1fb46c4a72bcf764ac35fc23f394760d
83753,2.0,4,40.8031,-73.9653,5000,7,2,76,2016,4,3,857d5ef4c8e0d6acf1ee55b85a623b90
83754,1.0,0,40.7512,-74.0026,3205,5,4,82,2016,4,9,381040570cc863b743a9fce1a6ae9724
83761,2.0,3,40.7391,-73.9936,4800,8,9,170,2016,4,8,1cd3e112da66cae74fd0860500aa2e6c
83763,1.0,0,40.7275,-74.0034,2025,3,1,133,2016,4,24,9cbfa7a31ae9dfba70b4383636d99788
83766,1.0,1,40.7473,-73.9738,3000,3,3,128,2016,4,19,b6007ea0552789022b9ede4b30098cbc
83769,1.0,1,40.7755,-73.9517,3395,7,2,65,2016,4,26,7e77f82ffcd8bfadad6e14d1e1c13ab0
83772,1.0,0,40.7047,-74.0076,3855,0,6,1,2016,4,14,62b685cc0d876c3a1a51d63a0d6a8082
83773,1.0,1,40.7661,-73.9461,2691,8,11,101,2016,4,17,c76c699bbebafa044318cc4242de71b8
83774,1.0,2,40.8232,-73.9474,1900,9,7,97,2016,4,15,2a4e0d2668fde3afa267d312b3a2a9d8
83777,1.0,0,40.7654,-73.9816,2695,4,3,57,2016,4,16,39af186286605963b1d75543e1492c61
83778,2.0,3,40.7779,-73.9515,5500,5,8,101,2016,4,2,66ad3cc67d71f41d549eef8b40ed26b9
83779,1.0,2,40.707300000000004,-74.0046,2990,5,9,57,2016,4,7,15d3873fc00222877aab72c3fb2c0a60
83782,1.0,2,40.7599,-73.9923,3100,6,2,88,2016,4,2,b531b97b2c0b72472307b38b55a6d5b5
83784,1.0,0,40.7557,-73.9974,1950,5,3,69,2016,4,19,1ee72978816b3cdb1fa45428bef38493
8379,1.0,2,40.7084,-74.0066,3650,0,12,102,2016,6,14,725a917d89e6202e11bc6fb0a575b2a9
83790,1.0,1,40.7284,-73.9763,2175,4,1,92,2016,4,8,35dc123b6f5f9ea6d7b755f21b9c3585
83792,2.0,2,40.724,-74.0035,15500,11,5,9,2016,4,6,7422eabb4c6c3448c000f7be84e5c1b8
83793,2.0,4,40.7307,-73.9839,5800,4,5,175,2016,4,15,8063dd01666d424edde651c1d24d196f
83797,2.0,4,40.7612,-73.9978,6000,8,15,123,2016,4,7,e90f2ded843cdb2efd65ef47d9fc8029
83800,1.0,3,40.7349,-73.9863,7000,8,4,119,2016,4,20,08abda736d77d880c4e17fbba5db3985
83801,1.0,3,40.7088,-74.0059,3100,6,6,108,2016,4,9,2aa9bfa5f67ed9997ea341dee8a3a271
83805,1.0,3,40.6917,-73.9544,2750,8,3,68,2016,4,18,4e0c2b0aee8d6e71d3ba9eb83ee09836
83806,1.0,0,40.7341,-73.9896,3625,9,7,162,2016,4,2,04d0ef6e0904b9ed58007ff9e69b42f4
83808,1.0,1,40.708,-74.0149,2390,5,8,144,2016,4,24,2aa9bfa5f67ed9997ea341dee8a3a271
8381,1.0,3,40.722,-73.9837,5650,4,3,155,2016,6,8,0ab238985a49334440f05fe80a5a565c
83811,2.0,2,40.7422,-73.9824,3500,8,5,105,2016,4,29,cb87dadbca78fad02b388dc9e8f25a5b
83813,1.0,2,40.7829,-73.9518,3300,3,0,56,2016,4,25,1fd380e0fb44b9e36b97061c93d0bd8d
83814,1.0,1,40.7431,-73.9792,3095,4,0,117,2016,4,25,af0cb221f9ebbfd8af1331351282312f
83815,1.0,1,40.8198,-73.9578,1950,5,10,84,2016,4,10,4f9b376a972b863bbfbdcdc8d717fa4e
83819,1.0,1,40.753,-73.9695,4395,0,4,1,2016,4,17,d1737922fe92ccb0dc37ba85589e6415
8382,1.0,1,40.7182,-74.0148,3775,1,10,4,2016,6,5,a5b9c4d7d495b085331f45ac21a34369
83822,1.5,3,40.7436,-73.9725,4700,7,12,112,2016,4,26,e6472c7237327dd3903b3d6f6a94515a
83823,1.0,1,40.7323,-73.9531,1799,9,1,260,2016,4,2,d96098e0b2a5de7c41bc48c6d7981b16
83824,1.0,3,40.7125,-73.8599,2500,1,3,65,2016,4,12,22114d1931ab6a56676a692081b5d789
83825,1.0,1,40.7739,-73.9529,2650,5,3,101,2016,4,19,4f9b376a972b863bbfbdcdc8d717fa4e
83826,1.0,1,40.7846,-73.9472,2300,6,1,74,2016,4,14,fe7076077ae23563520d054a917e3544
83827,2.0,4,40.7612,-73.9978,5200,8,8,91,2016,4,16,37fce597a1af22c2d2f5e82fe857d69e
8383,1.0,0,40.7895,-73.949,1650,10,1,61,2016,6,23,c5b7bb2ba8863d2c716658b8e9eda58a
83830,1.0,1,40.7331,-74.007,3100,8,4,100,2016,4,19,fbd05b6007e2888406e79c952692949e
83832,1.0,1,40.7385,-73.9836,4995,7,6,55,2016,4,14,779036f24761478b91459572bc90a71d
83833,2.0,3,40.7779,-73.9515,5500,8,10,116,2016,4,20,63e8c482071c22f43dd91b954e75cc2c
83836,1.0,0,40.796,-73.9742,2495,4,9,144,2016,4,8,02e17b21a1814fb10336b2ee8ceb3e79
83838,1.0,1,40.773,-73.9558,2300,3,6,54,2016,4,6,9cbfa7a31ae9dfba70b4383636d99788
83841,1.5,2,40.7297,-73.9832,4600,6,6,62,2016,4,28,6f5c3df55a6dd12d0c3ec9ebacb4ea58
83842,1.0,2,40.7649,-73.99,3100,4,1,29,2016,4,13,624c1fbd75e5f99e6a7164cce1b1b8a4
8385,1.0,2,40.7269,-73.9787,2800,0,0,9,2016,6,4,b5b10520d62341509d7e0a5b96237887
83850,2.0,2,40.707300000000004,-74.0046,5565,9,9,152,2016,4,6,9df32cb8dda19d3222d66e69e258616b
83859,1.0,0,40.7369,-73.9928,2900,4,5,77,2016,4,26,efd6fb6d537509ab0fc98661e76d19b2
8386,1.0,2,40.7231,-74.0044,3625,5,1,71,2016,6,27,ffd7307e4924587b30ec014a95db1362
83863,1.0,0,40.7571,-73.9647,2500,3,3,88,2016,4,20,b8b47c762f79affe6d939c450825aecb
83864,1.0,1,40.7489,-73.9765,3450,8,6,213,2016,4,10,4d92d450cd7332d8f13653939ed60233
83867,1.0,2,40.6443,-73.9278,1700,0,0,15,2016,4,4,5c11016f3d21d673b15db9f058c90200
83873,2.0,2,40.7061,-74.0111,5125,14,17,61,2016,4,22,33effbe24efef272ebe4960962c02eca
83878,1.0,1,40.7661,-73.9918,3508,7,8,107,2016,4,2,6e5c10246156ae5bdcd9b487ca99d96a
83881,1.0,1,40.7239,-73.9947,3250,4,3,65,2016,4,26,18464b5400971c49bfd12a59c5477174
83884,1.0,1,40.7634,-73.9638,3900,6,4,54,2016,4,10,62826f3ae01f2ddc93b9cd28c659ab2b
83885,1.0,1,40.7802,-73.9444,3296,5,3,103,2016,4,26,85a4ab537cfd9dee1de0c1b760ae0a5a
83888,1.0,1,40.7708,-73.9495,1990,4,3,113,2016,4,29,9f39caedae295bf81e67463e6fd0af40
83893,1.0,0,40.7372,-73.9981,2550,8,5,124,2016,4,24,50a6b80a34192d1f0ab1ef363a7e0a3e
83899,2.0,3,40.7718,-73.9508,6800,12,9,95,2016,4,17,ce9605e5f21262b82deb0c5ef10dcf45
839,1.0,2,40.8557,-73.9371,2275,12,12,96,2016,6,7,a030e0a821db470bcb795764a7857505
83902,2.0,3,40.7302,-73.9826,4492,3,6,128,2016,4,20,266121b077bc0ff6e11f697003a031fd
83903,1.0,1,40.6909,-73.9911,2900,10,7,145,2016,4,9,15f90d4f7aae17bed5e67e5e7af9e052
83906,1.0,3,40.7663,-73.917,3000,12,0,45,2016,4,8,6e88a2a196e4107504206effc554c922
8391,2.0,2,40.7163,-74.0042,4395,8,2,33,2016,6,23,806d9e2c790f714c0af9a9d28447399e
83910,2.0,2,40.7243,-74.0103,8895,10,10,103,2016,4,6,331b0344fb543f42f3b75c60dbe1228a
83913,1.0,2,40.7523,-73.8824,2600,7,5,114,2016,4,27,5599e962719af3ccc2976855c2d5893c
83918,1.0,0,40.7464,-73.9802,2495,4,8,110,2016,4,26,e6472c7237327dd3903b3d6f6a94515a
83919,1.0,1,40.7465,-73.9803,2700,4,6,149,2016,4,8,fc6e39fa6d54cfbc0109950411df29ca
83920,2.0,2,40.7802,-73.9478,4200,0,3,15,2016,4,26,03fea70f5551838fed4d6fe32859efab
83924,1.0,0,40.7739,-73.9511,2225,2,6,100,2016,4,30,72cd64f85617625498465594c074a63a
83926,1.0,1,40.728,-73.9832,2800,4,0,29,2016,4,21,e6472c7237327dd3903b3d6f6a94515a
83927,1.0,2,40.7359,-73.8525,2100,7,2,53,2016,4,26,5ba989232d0489da1b5f2c45f6688adc
83928,2.0,2,40.7441,-73.9964,5000,3,6,187,2016,4,2,aea47aba66a01cf236746e209c2b7f88
8393,1.0,0,40.7559,-73.9657,2250,5,1,30,2016,6,28,ed17ada77c1b94b4fb00d126a0c2ea06
83930,1.0,1,40.759,-73.965,3800,0,5,1,2016,4,23,d1737922fe92ccb0dc37ba85589e6415
83931,1.0,2,40.7777,-73.9532,2800,4,3,82,2016,4,22,d399821d8583b8421a55370c6eb15f6f
83934,1.0,1,40.7053,-74.0103,3977,17,11,177,2016,4,15,5814d3532d88d575b189bde891a91086
83935,1.0,0,40.7873,-73.9809,2500,9,3,97,2016,4,20,aa67db2b36aa12e4856c0b8fc0a0ab36
83938,1.0,0,40.644,-73.9568,1300,3,2,24,2016,4,11,e6472c7237327dd3903b3d6f6a94515a
83940,1.0,0,40.7383,-74.0015,2950,5,3,77,2016,4,6,80265c0d7e255a08629c4b5a6f521267
83942,1.0,0,40.7621,-73.9637,1850,0,3,2,2016,4,13,46c8fa1bae81f16584746079385f29fc
83945,2.0,4,40.7429,-74.0028,7995,6,5,91,2016,4,13,1eda3a54481c40800e76bab850869df7
83946,1.0,0,40.7338,-73.9865,2700,3,3,92,2016,4,4,f61b82ca57be7e33219f4ec8de68555c
83951,2.0,3,40.7352,-73.9832,4500,7,5,73,2016,4,13,e90f2ded843cdb2efd65ef47d9fc8029
83954,1.0,1,40.777,-73.9886,2760,6,13,214,2016,4,6,aea47aba66a01cf236746e209c2b7f88
83955,1.0,0,40.7717,-73.9518,2250,3,5,72,2016,4,8,cb87dadbca78fad02b388dc9e8f25a5b
83956,1.0,1,40.7479,-73.9746,3000,6,10,112,2016,4,22,d2bce61e0e0079ebdc8c281e415e045b
83957,1.0,1,40.7721,-73.9539,2850,1,0,126,2016,4,19,2d107f37f41de507a46bf2b0dc68fae4
83959,2.0,3,40.7712,-73.923,6138,4,8,70,2016,4,14,e6472c7237327dd3903b3d6f6a94515a
83960,1.0,1,40.763,-73.9778,3250,6,5,116,2016,4,4,c24f66bb637a720e1663186512e34a55
83964,1.0,0,40.7313,-74.002,2225,3,1,49,2016,4,5,0b5cd828068acb8d8258c0a1566d2bc7
83966,1.0,2,40.7191,-74.0109,4550,4,10,96,2016,4,29,a17b24ca280c4e95612e3de2816d69d7
83967,1.0,2,40.7678,-73.9616,3600,5,13,114,2016,4,4,b2f322e6ea73856e1ee88bf0d08eb54c
83968,1.0,1,40.6661,-73.9882,2100,17,1,9,2016,4,16,e6472c7237327dd3903b3d6f6a94515a
8397,2.0,3,40.6416,-73.9504,2200,10,1,41,2016,6,20,e845d8c8aafd8ef2117cf0fa88255641
83970,2.5,2,40.7301,-73.9918,12000,10,11,91,2016,4,20,2ce4ad2a77bc8190427196ea1e8cfe4e
83973,1.0,2,40.7081,-74.0065,2500,5,8,145,2016,4,16,2aa9bfa5f67ed9997ea341dee8a3a271
83974,1.0,0,40.7492,-73.9702,1995,5,5,47,2016,4,25,e6472c7237327dd3903b3d6f6a94515a
83975,2.0,4,40.7993,-73.9604,4975,4,7,96,2016,4,22,c5b0b7c637899c3f76f9da738ef1d125
83979,1.0,2,40.7806,-73.979,4350,8,3,47,2016,4,4,b07f51899c243675f853de1d3ea187da
83987,1.0,2,40.5958,-74.0131,3400,4,7,151,2016,4,13,79f317c8166e2d9a9c1abec72424b053
8399,1.0,0,40.7627,-73.9865,3190,3,8,52,2016,6,15,d0f2082e8b795095061785ef5e8ac9e7
83991,1.0,0,40.7367,-74.0015,3600,7,2,98,2016,4,3,6e5c10246156ae5bdcd9b487ca99d96a
83992,2.0,2,40.7111,-74.0055,4500,7,13,184,2016,4,13,42339fa15b8352095da128f1185dc7ca
83993,1.0,2,40.7528,-74.0032,4950,8,14,76,2016,4,7,8128a59a1646a554a34a76e5f1b77b9e
83996,1.0,2,40.7555,-73.9666,3800,5,5,66,2016,4,13,320cddc2d3d957c8c02031f60d72b35e
84,1.0,0,40.7708,-73.9576,2350,4,4,101,2016,6,29,3e9f0fa34d67e5d61aae56776ecb8cee
840,1.0,2,40.7418,-73.9798,4295,4,8,92,2016,6,14,136b844f49c4eae017d6cabe8ca03b9d
84010,1.0,1,40.7083,-73.9532,2675,7,9,181,2016,4,19,33ce526c9c43065a53d1c0ccc9f5516a
84012,1.0,2,40.7547,-73.969,3300,6,5,56,2016,4,15,de111a5ab38a785884a8cd9308fdbe85
84013,1.0,1,40.7326,-73.9749,3273,32,2,9,2016,4,17,e6472c7237327dd3903b3d6f6a94515a
84014,1.0,2,40.7677,-73.9916,3300,6,18,226,2016,4,4,b2f322e6ea73856e1ee88bf0d08eb54c
84016,1.0,2,40.7407,-73.9818,2925,4,2,53,2016,4,12,b9e74dc56199a8e6577aa8bb3550f1e4
84017,1.0,3,40.7225,-73.9892,4500,10,3,112,2016,4,27,6edb99e28aa3385eea034d0f73b6952a
84019,1.0,2,40.7586,-73.9938,3200,7,12,136,2016,4,20,03a4fc35175366d742f77d25dcbc570d
8402,1.0,0,40.7802,-73.9126,1950,5,15,153,2016,6,29,523e34563b51f2fdefbe8a1403a3c307
84020,1.0,2,40.6669,-73.9784,3475,7,2,112,2016,4,4,f587b80cfc56627f1bc1384e39d37b8c
84023,1.0,2,40.7603,-73.995,2595,4,1,95,2016,4,20,390d13221ebd3317f174c968a1035624
84025,1.0,1,40.8458,-73.9206,1395,5,0,36,2016,4,6,a79f2d77c2d7ab50ad0b8173cc9d4ad0
